,img,drone_imu_rpy,drone_gyro_wxwywz,drone_gps_xyz,drone_camera_gps_xyz,drone_camera_imu_rpy,TR,TL,BR,BL,GATE-CENTER
171,img_524.png,"[0.21623293367360746, -0.010036734533565947, 2.2670441275795]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.6363636363636367, 0.4]","[0.21323892758993088, -3.612046373759472, 0.4100677311188726]","[0.21623293367360746, -0.010036734533565947, 2.2670441275795]","[285.1989605395218, 83.4091481836681]","[257.6455418809796, 93.6948992713983]","[290.6540715523523, 107.29197955023855]","[262.59762362407787, 115.55052508281355]","[273.4021180308779, 100.18544834570976]"
172,img_525.png,"[-0.19763955061299635, 0.18534371383329212, 1.0497300855609661]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.6363636363636367, 0.8]","[0.2446441577361101, -3.60824596103568, 0.8041088606468688]","[-0.19763955061299635, 0.18534371383329212, 1.0497300855609661]","[67.90712037306281, 84.94694258447066]","[40.05251042131256, 77.68695962704771]","[65.81522108601565, 108.33775780955624]","[38.54429005063943, 102.89323527360783]","[53.53694421334073, 93.72986422945046]"
173,img_526.png,"[0.04627127248467827, 0.04872740859657516, 1.7789368862545798]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.6363636363636367, 1.2000000000000002]","[0.2249293815896315, -3.6064743311782292, 1.2085161961633772]","[0.04627127248467827, 0.04872740859657516, 1.7789368862545798]","[193.01517790377017, 149.60735723213767]","[173.7219519677927, 150.49113994962212]","[193.7159326904455, 168.88183968751892]","[174.51146624583518, 169.31672390108494]","[183.6296826487255, 159.60438907774878]"
174,img_528.png,"[-0.23546542153031802, -0.2601844791854069, 1.3125119712582474]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.6363636363636367, 2.0]","[0.23527945566735523, -3.6101577111007868, 2.0171145362918854]","[-0.23546542153031802, -0.2601844791854069, 1.3125119712582474]","[88.0443497823232, 235.31981109592303]","[64.98447423499839, 231.33577536792905]","[80.55334298344667, 259.0274993916214]","[56.42227272722216, 255.7079219632567]","[72.76350508842553, 245.1720292050894]"
175,img_529.png,"[0.13041041661519343, -0.1654834255524287, 1.712562016509264]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.1818181818181817, 0.0]","[0.22810653443052942, -3.1539580453612714, 0.014721509596852192]","[0.13041041661519343, -0.1654834255524287, 1.712562016509264]","[175.7628471509857, 121.93634641230945]","[155.39346915890337, 125.68121142391145]","[178.84583799919386, 142.00942561577446]","[158.00624337262548, 145.48340713465996]","[166.89851323641827, 133.691355586188]"
176,img_530.png,"[0.04933906302117624, -0.06156953937932002, 1.944351201304425]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.1818181818181817, 0.4]","[0.22052559839469113, -3.154332223548336, 0.4118148251685581]","[0.04933906302117624, -0.06156953937932002, 1.944351201304425]","[221.05758849092484, 121.01152893890287]","[197.8330064237961, 124.2981688379928]","[222.7198074438084, 143.74619529674922]","[199.22944088640003, 145.9774441874203]","[209.9233590769043, 133.7462910393493]"
177,img_531.png,"[-0.15706554535146994, 0.2045434567972429, 1.9490586785111887]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.1818181818181817, 0.8]","[0.21772647302943055, -3.153233419378538, 0.8035774050385741]","[-0.15706554535146994, 0.2045434567972429, 1.9490586785111887]","[236.76585326925306, 110.76852022993162]","[211.7648377937452, 108.06525639823556]","[230.88509310469613, 135.19269778500302]","[206.85261226065657, 131.37596443380244]","[221.21910515378633, 121.47878693595352]"
178,img_533.png,"[0.19216905167926102, -0.2262417516945409, 1.5177158911694302]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.1818181818181817, 1.6]","[0.23411070778163304, -3.154923972289793, 1.6162952761627014]","[0.19216905167926102, -0.2262417516945409, 1.5177158911694302]","[159.8700337055956, 223.44211265012777]","[137.0726711152135, 228.05625870886308]","[164.32260359310698, 248.22319031250214]","[140.8315417012291, 253.16635778188117]","[150.53381354746935, 238.01848461233462]"
179,img_534.png,"[-0.04042602510627299, -0.15480257361879346, 1.200885163948407]","[0.0, 0.0, 0.0]","[0.23076923076923084, -3.1818181818181817, 2.0]","[0.24055172564694027, -3.155472143537714, 2.0144978984991524]","[-0.04042602510627299, -0.15480257361879346, 1.200885163948407]","[84.0115583268776, 233.42689043591307]","[55.54143224307237, 235.10921151503345]","[81.25948080680938, 260.1925465766354]","[51.935240139996935, 263.4360257103242]","[68.59986434178685, 247.8453678191852]"
180,img_535.png,"[0.1886867451013715, -0.10951060253812492, 1.4842575224489354]","[0.0, 0.0, 0.0]","[0.23076923076923084, -2.7272727272727275, 0.0]","[0.23512251000420503, -2.69879564901888, 0.013042429759311963]","[0.1886867451013715, -0.10951060253812492, 1.4842575224489354]","[132.8480678030027, 108.32638587214808]","[108.16853496139251, 112.09579156347118]","[137.07226859387387, 131.84126308465164]","[112.04324188364728, 135.9748114899177]","[122.59547408608489, 121.95149962911906]"
181,img_537.png,"[-0.10968142137133047, -0.2268103581188584, 1.7166739546459824]","[0.0, 0.0, 0.0]","[0.23076923076923084, -2.7272727272727275, 0.8]","[0.2257620132780278, -2.7007221152952887, 0.8164314569232088]","[-0.10968142137133047, -0.2268103581188584, 1.7166739546459824]","[180.2835439728956, 175.2479373819834]","[155.20107075367218, 173.01504894169227]","[178.2177580750525, 201.38178653834814]","[152.3163412809466, 198.50515543529943]","[166.3884968159857, 186.80290748772399]"
182,img_540.png,"[0.05280414913169417, -0.1656137806448781, 2.0707959960803106]","[0.0, 0.0, 0.0]","[0.23076923076923084, -2.7272727272727275, 2.0]","[0.21783572027968037, -2.7024971830177433, 2.01479515844072]","[0.05280414913169417, -0.1656137806448781, 2.0707959960803106]","[261.3275239948519, 246.08692349019205]","[228.19035040090415, 242.6851733510871]","[266.20307432231584, 280.3862349697335]","[231.71089635182625, 274.05767184627035]","[246.11044717930216, 260.4583472860593]"
183,img_543.png,"[-0.17876108993026701, 0.048559657767405055, 1.8416477003607803]","[0.0, 0.0, 0.0]","[0.23076923076923084, -2.272727272727273, 0.8]","[0.22091105277434966, -2.2438705223365774, 0.808372830077717]","[-0.17876108993026701, 0.048559657767405055, 1.8416477003607803]","[210.8871208164908, 128.028256164139]","[179.43928545739558, 123.8983496364723]","[204.75448139801526, 159.61916428228028]","[173.8758822070757, 154.0071153142539]","[191.84070564131846, 141.39728215358727]"
184,img_552.png,"[0.25679258671788163, 0.0827296918441004, 1.1118503962386637]","[0.0, 0.0, 0.0]","[0.23076923076923084, -1.8181818181818183, 2.0]","[0.2466449289568875, -1.7917867949626283, 2.007159955049639]","[0.25679258671788163, 0.0827296918441004, 1.1118503962386637]","[94.30699144890403, 249.64818451489256]","[45.71541757925128, 273.3221321817347]","[106.0527745282992, 287.56694600938573]","[59.984147154944544, 315.29481991908955]","[77.95030802190759, 280.9323458492651]"
185,img_556.png,"[0.1608516181471781, 0.11688592743261833, 1.974921818330688]","[0.0, 0.0, 0.0]","[0.23076923076923084, -1.3636363636363638, 1.2000000000000002]","[0.22007320510942074, -1.3345529920259953, 1.206304960813352]","[0.1608516181471781, 0.11688592743261833, 1.974921818330688]","[224.5191802176449, 129.23030553849586]","[170.7452935620896, 137.84814316133858]","[230.76500827508931, 184.19164706458815]","[178.09824787253547, 186.31763727185208]","[199.47379484391675, 160.0305148060745]"
186,img_557.png,"[-0.05706076127139949, 0.09275464262478987, 1.6426990037382618]","[0.0, 0.0, 0.0]","[0.23076923076923084, -1.3636363636363638, 1.6]","[0.2279880169110919, -1.3329611562258095, 1.6071621574818464]","[-0.05706076127139949, 0.09275464262478987, 1.6426990037382618]","[165.13381638060446, 196.2023020664613]","[114.99639725413138, 192.2180475579188]","[162.13071350502804, 244.80992511303904]","[113.40208241256815, 239.92449748484626]","[138.63736975302965, 218.59635126229637]"
187,img_562.png,"[0.03518052109062426, 0.150286163092339, 1.9078273960581653]","[0.0, 0.0, 0.0]","[0.23076923076923084, -0.9090909090909092, 1.2000000000000002]","[0.22079759658002263, -0.8795694008112152, 1.20538953249258]","[0.03518052109062426, 0.150286163092339, 1.9078273960581653]","[213.04692128234032, 132.72699928971122]","[135.46119792214245, 135.28900862028246]","[211.98774370088896, 213.78265651686624]","[139.3230846852518, 205.28469425715326]","[172.17792958018057, 172.9495432071605]"
188,img_577.png,"[-0.24499203696014796, -0.22125700008657823, 1.0053394897666963]","[0.0, 0.0, 0.0]","[0.6923076923076925, -5.0, 0.0]","[0.7048012108193861, -4.975785230326784, 0.01604858015125049]","[-0.24499203696014796, -0.22125700008657823, 1.0053394897666963]","[38.34703025436087, 115.89929228561523]","[17.915762183282908, 107.96142676844072]","[31.652245382623423, 131.04103164184232]","[10.370941608846438, 123.76045791617241]","[24.89068357332645, 119.68047125782608]"
189,img_578.png,"[0.07458907218872855, -0.17595692918918834, 2.196071286004713]","[0.0, 0.0, 0.0]","[0.6923076923076925, -5.0, 0.4]","[0.6766451803890531, -4.977030695630241, 0.4150697304941997]","[0.07458907218872855, -0.17595692918918834, 2.196071286004713]","[255.56457812125055, 150.8238894943859]","[238.89534107041678, 153.63227944371442]","[258.3035268652142, 166.17826455102428]","[241.23512229838366, 168.24477017811816]","[248.2699341377634, 159.6922752382681]"
190,img_579.png,"[0.02149377560771881, 0.23506148160669754, 1.1157380033387416]","[0.0, 0.0, 0.0]","[0.6923076923076925, -5.0, 0.8]","[0.706346989415232, -4.971796910755734, 0.8027356706318963]","[0.02149377560771881, 0.23506148160669754, 1.1157380033387416]","[47.16871008803863, 103.75169912565966]","[26.344609350815702, 103.42655648514302]","[50.065182154019, 121.069676445701]","[29.86348405414805, 121.50903052694859]","[38.601287831017515, 112.54294998883603]"
191,img_580.png,"[-0.16529875134493624, -0.07095772108255648, 1.5117207077156505]","[0.0, 0.0, 0.0]","[0.6923076923076925, -5.0, 1.2000000000000002]","[0.6923905846544179, -4.970728642680568, 1.2119658167099852]","[-0.16529875134493624, -0.07095772108255648, 1.5117207077156505]","[130.25275185107654, 166.77495664087016]","[116.42029416435825, 164.46946011761082]","[127.79803671774742, 180.52579275318416]","[113.87215800625835, 178.27395877260733]","[122.10634534902147, 172.49364799555659]"
192,img_582.png,"[-0.13652000311559548, -0.13170117253774805, 1.8992146802611918]","[0.0, 0.0, 0.0]","[0.6923076923076925, -5.0, 2.0]","[0.681846505404179, -4.973519735957029, 2.0137607843084733]","[-0.13652000311559548, -0.13170117253774805, 1.8992146802611918]","[192.43674320946653, 216.07050329006992]","[178.274693721181, 213.32659996547488]","[190.84557975281672, 231.07335911655878]","[176.5695849425722, 227.89445871229003]","[184.43961579268444, 222.0298371867066]"
193,img_583.png,"[0.13017212031160857, 0.15691662106574064, 1.119911063958308]","[0.0, 0.0, 0.0]","[0.6923076923076925, -4.545454545454546, 0.0]","[0.707063494679571, -4.5179554273413425, 0.005105369659303439]","[0.13017212031160857, 0.15691662106574064, 1.119911063958308]","[35.47586118293708, 90.59715530852327]","[11.658140109588711, 90.79060455780225]","[39.98553727385274, 109.97292839098806]","[16.82300031307689, 111.12770962853878]","[26.295019865608953, 100.70218947135626]"
194,img_585.png,"[0.24454583310174888, -0.19039002994908127, 2.245414957066037]","[0.0, 0.0, 0.0]","[0.6923076923076925, -4.545454545454546, 0.8]","[0.6769459195447568, -4.522371179133186, 0.8152044117562587]","[0.24454583310174888, -0.19039002994908127, 2.245414957066037]","[267.0137540494176, 147.59221242956525]","[248.28464541003018, 153.35549135949665]","[273.52320461091887, 164.63602200609523]","[254.03368681953523, 169.45467055819515]","[260.38184261021365, 158.76240974441453]"
195,img_588.png,"[-0.14624863732882692, 0.19018279852576211, 1.9157120987692147]","[0.0, 0.0, 0.0]","[0.6923076923076925, -4.545454545454546, 2.0]","[0.6803432618251768, -4.516463154369717, 2.0040437168787597]","[-0.14624863732882692, 0.19018279852576211, 1.9157120987692147]","[198.95879641493445, 163.51302944116122]","[184.20105635414305, 160.42605012637932]","[196.15187022157815, 177.94976471089635]","[181.71445053107982, 174.5004637614426]","[190.13885262921153, 169.13275951704642]"
196,img_589.png,"[0.16239156749224334, -0.02822214811164554, 1.7445184968191232]","[0.0, 0.0, 0.0]","[0.6923076923076925, -4.090909090909091, 0.0]","[0.6887648526399168, -4.061367229894386, 0.010711056664788323]","[0.16239156749224334, -0.02822214811164554, 1.7445184968191232]","[160.46624724947898, 113.60676422206576]","[144.60732774027133, 117.0399885592378]","[163.15751132400965, 129.8822866486906]","[147.2101111276392, 133.05223299922648]","[153.79139760389438, 123.39812415985128]"
197,img_590.png,"[0.07074470169454733, 0.01277801924328353, 2.2910620578295733]","[0.0, 0.0, 0.0]","[0.6923076923076925, -4.090909090909091, 0.4]","[0.6729690015083707, -4.067799984694954, 0.40959084188963496]","[0.07074470169454733, 0.01277801924328353, 2.2910620578295733]","[272.1969674845173, 108.59211049059653]","[249.75325949980208, 113.14246293846129]","[273.455979522262, 128.8907063360401]","[250.95171269644956, 131.9431055341853]","[261.16104302995745, 120.721870893421]"
198,img_591.png,"[0.20381266288263553, -0.20530037051162897, 1.8579620706784434]","[0.0, 0.0, 0.0]","[0.6923076923076925, -4.090909090909091, 0.8]","[0.6864956943435889, -4.0640831679529095, 0.8157032014956919]","[0.20381266288263553, -0.20530037051162897, 1.8579620706784434]","[190.53802376465893, 171.36130715737607]","[174.4004791073226, 175.15656217431055]","[194.62349773201444, 188.1965851910609]","[178.04495136708545, 191.60350426201956]","[184.26853656230637, 181.51959432347022]"
199,img_593.png,"[0.19149555643783228, -0.10105438152713947, 1.1423224235719869]","[0.0, 0.0, 0.0]","[0.6923076923076925, -4.090909090909091, 1.6]","[0.70602832836064, -4.065451910827268, 1.6127935971714065]","[0.19149555643783228, -0.10105438152713947, 1.1423224235719869]","[62.040310190989935, 216.27613882525733]","[38.17399220693657, 221.98552244034693]","[64.69028282798413, 236.67388524495107]","[40.65875697210869, 243.51726755144475]","[51.684742533841586, 229.46963264153757]"
200,img_594.png,"[0.23410807173103296, 0.25712377332747566, 1.6914884736330937]","[0.0, 0.0, 0.0]","[0.6923076923076925, -4.090909090909091, 2.0]","[0.6908195106134791, -4.059371455191771, 2.0017784399361993]","[0.23410807173103296, 0.25712377332747566, 1.6914884736330937]","[156.42378929929345, 148.9972496595214]","[140.6709964091923, 152.36228518871553]","[160.0781488913402, 164.30142769063832]","[144.66164811211124, 167.41870992185474]","[150.43850919910633, 158.3711907063703]"
201,img_595.png,"[0.007765028763924441, -0.23468341110408542, 1.5278246036168726]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.6363636363636367, 0.0]","[0.693538807200943, -3.609539401141495, 0.016701639466436494]","[0.007765028763924441, -0.23468341110408542, 1.5278246036168726]","[129.55314570265188, 144.29712350095116]","[111.19165346770554, 144.18994342344874]","[128.9372721485378, 162.03702958623154]","[110.0989849255073, 162.0093555912301]","[119.97193567873441, 153.02043170396368]"
202,img_596.png,"[-0.1403363183080003, -0.22554067687018972, 1.1733086128438148]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.6363636363636367, 0.4]","[0.7014797756485938, -3.6109033520074076, 0.41635991466015365]","[-0.1403363183080003, -0.22554067687018972, 1.1733086128438148]","[63.08565209201448, 141.55176393039275]","[38.299775825927, 135.9138985281884]","[57.345873181365114, 162.06602717846226]","[31.51327603659954, 157.3079511933366]","[47.91828228599, 149.12103779387704]"
203,img_597.png,"[-0.1347395561086295, 0.20295115596891358, 2.250926202291651]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.6363636363636367, 0.8]","[0.671527558912557, -3.6128095156278794, 0.8036591600738074]","[-0.1347395561086295, 0.20295115596891358, 2.250926202291651]","[273.88504974829453, 116.0122180313123]","[248.9276843795134, 114.45920671548949]","[267.8484822463823, 138.95359497226084]","[243.96764045394858, 135.70025007160612]","[258.134096428457, 126.37759799191963]"
204,img_599.png,"[-0.08525611738961067, -0.23639351725373714, 1.2169003685188655]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.6363636363636367, 1.6]","[0.7008077629433944, -3.610899140405052, 1.6167125176069708]","[-0.08525611738961067, -0.23639351725373714, 1.2169003685188655]","[57.45959323729172, 215.41828856467785]","[30.66956874687356, 214.28080723113098]","[52.23144860321513, 239.87457108246858]","[24.27369534224773, 239.89576791900262]","[41.52776592384502, 227.16939521469084]"
205,img_600.png,"[0.1028087056138418, -0.12664892282750526, 2.244213167997615]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.6363636363636367, 2.0]","[0.6753335534751449, -3.6134427041650117, 2.013656847295018]","[0.1028087056138418, -0.12664892282750526, 2.244213167997615]","[271.06934024137564, 216.07618080150792]","[246.2007379587282, 215.00518443507892]","[275.3834695760792, 239.98542979170836]","[249.77740893165426, 237.0198045899217]","[260.0800000886152, 226.88575204122372]"
206,img_601.png,"[0.10787535978931224, 0.1974838840942637, 2.060687089487038]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.1818181818181817, 0.0]","[0.6784983775054051, -3.1536333717785276, 0.003862551969868739]","[0.10787535978931224, 0.1974838840942637, 2.060687089487038]","[212.2178783165565, 41.86406216276203]","[187.8287039295292, 49.509368207893786]","[213.28826288101072, 69.115476752961]","[189.4840441631692, 74.8424389717496]","[200.3176177896798, 59.12693656388332]"
207,img_602.png,"[-0.24168674033202928, 0.20543577875640298, 2.350558262365711]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.1818181818181817, 0.4]","[0.6685634137699685, -3.1612087552006165, 0.4033853760822368]","[-0.24168674033202928, 0.20543577875640298, 2.350558262365711]","[312.0459368412073, 99.78692929837345]","[278.83532516536434, 98.03120744789476]","[300.2946143795026, 128.42195389147312]","[269.30016184617403, 123.780824406928]","[289.1499438757561, 112.63882217334258]"
208,img_604.png,"[-0.14160616325276454, -0.176317423819219, 1.90390203760988]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.1818181818181817, 1.2000000000000002]","[0.6818844300988525, -3.1560093045292046, 1.2150085794800274]","[-0.14160616325276454, -0.176317423819219, 1.90390203760988]","[185.3774761417221, 193.95743676289771]","[164.2362989828538, 190.90888893863115]","[182.84726337728944, 216.8989557539718]","[161.33279984756405, 212.82877688759817]","[173.24045135820927, 203.48311955085958]"
209,img_605.png,"[-0.16167093716212405, -0.09645780194530076, 1.8364092827253136]","[0.0, 0.0, 0.0]","[0.6923076923076925, -3.1818181818181817, 1.6]","[0.6831655615888595, -3.154344523472641, 1.6127129675147966]","[-0.16167093716212405, -0.09645780194530076, 1.8364092827253136]","[171.61745712571448, 200.67490633978605]","[150.87039216202407, 196.53061141930007]","[168.2111717039142, 223.07395080221838]","[147.32267664481924, 218.1317635373907]","[159.34082101166786, 209.49620517637067]"
210,img_607.png,"[-0.19671616214073587, 0.10516230302951171, 2.349713157411574]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.7272727272727275, 0.0]","[0.6692346933597337, -2.706680854646349, 0.006603900460069357]","[-0.19671616214073587, 0.10516230302951171, 2.349713157411574]","[303.1219068324064, 70.52233611181283]","[266.5575970547443, 74.95323412084677]","[294.10452912989626, 103.22716045896512]","[259.2268903350212, 103.77930578136488]","[279.6021407136118, 88.34204073891166]"
211,img_608.png,"[0.1553344757372097, -0.054903048029909904, 2.523691556068056]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.7272727272727275, 0.4]","[0.6692298321434258, -2.70897218622101, 0.41151097595571073]","[0.1553344757372097, -0.054903048029909904, 2.523691556068056]","[310.7663054920566, 75.96865685678453]","[272.51877560664747, 91.72172551596124]","[317.8489623230653, 109.3004417588393]","[278.21391898009506, 120.4191923371757]","[293.3219585347588, 99.7890504491942]"
212,img_609.png,"[0.02509781018228512, 0.10566506444425805, 2.3991023402571607]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.7272727272727275, 0.8]","[0.6697202004644359, -2.7062043394513537, 0.8067770382055143]","[0.02509781018228512, 0.10566506444425805, 2.3991023402571607]","[290.0571653854967, 105.89052441221493]","[254.73501653951303, 110.70651375407718]","[288.25222025843465, 138.40692747377207]","[253.763096971721, 139.20748727898982]","[270.56186930670697, 123.78667556664209]"
213,img_610.png,"[-0.20994571832794098, 0.17236288342071757, 1.9283945270334566]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.7272727272727275, 1.2000000000000002]","[0.6794231489602969, -2.698745076691179, 1.2044901776163266]","[-0.20994571832794098, 0.17236288342071757, 1.9283945270334566]","[195.25260268134394, 137.01443552809786]","[171.2590386673559, 131.88664572664968]","[189.15575743492522, 161.83303250559692]","[166.0450422069218, 155.61489164408027]","[180.093092134541, 146.6685747668007]"
214,img_611.png,"[0.1461610919183448, 0.23499455381998216, 1.84360120501704]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.7272727272727275, 1.6]","[0.6852287383142335, -2.696565428937643, 1.6026363306542608]","[0.1461610919183448, 0.23499455381998216, 1.84360120501704]","[172.07447965377028, 142.41003870995982]","[148.45333431988198, 144.91047493721527]","[175.05896056413502, 166.19876867197894]","[152.08912195282917, 167.75831643116035]","[161.72839585727834, 155.53241811879937]"
215,img_613.png,"[-0.1584931737174196, -0.13947664502574078, 1.6642047562264775]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.272727272727273, 0.0]","[0.6880933089694481, -2.244662169359667, 0.01394951418666318]","[-0.1584931737174196, -0.13947664502574078, 1.6642047562264775]","[148.96359091260098, 95.220259451741]","[121.5562458388215, 92.15987642517689]","[144.1758430711324, 122.13858220139167]","[116.1964714030212, 118.5836597678655]","[132.64468866816424, 106.85585964554599]"
216,img_614.png,"[-0.020955619779952944, -0.26069813746210385, 2.3737892515506576]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.272727272727273, 0.4]","[0.673162282598269, -2.2545352553391953, 0.41739263609721644]","[-0.020955619779952944, -0.26069813746210385, 2.3737892515506576]","[264.9280504626551, 138.25264597732928]","[231.47371540304792, 145.80947136823767]","[269.9391402002504, 171.29453044276184]","[234.26854997820826, 175.00322856950638]","[248.95899724339253, 157.3942523660463]"
217,img_615.png,"[0.02296946826333485, -0.012889477318690229, 2.3087740061780955]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.272727272727273, 0.8]","[0.6723821899991596, -2.2504750052969187, 0.8103832052835642]","[0.02296946826333485, -0.012889477318690229, 2.3087740061780955]","[256.00697559664883, 125.25711872828944]","[221.78100048123616, 130.12735003338958]","[257.0601626075493, 159.82129762447423]","[222.62653573341947, 160.50298037905944]","[238.259146904312, 143.99676386600137]"
218,img_616.png,"[-0.028794127713749913, -0.10181309910528229, 2.4020783862186406]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.272727272727273, 1.2000000000000002]","[0.6708151433986727, -2.253511476389247, 1.212993210245698]","[-0.028794127713749913, -0.10181309910528229, 2.4020783862186406]","[279.70196044136554, 180.91845490938456]","[241.39284248194195, 179.64708652225718]","[281.37230629594967, 219.06638884141094]","[242.07612681665256, 212.36623659712149]","[259.666194714819, 197.6644091422304]"
219,img_617.png,"[0.1013560395979064, 0.12470466968206398, 2.379358102871594]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.272727272727273, 1.6]","[0.6705810291161457, -2.2505856181592283, 1.606139970647362]","[0.1013560395979064, 0.12470466968206398, 2.379358102871594]","[272.60918557548376, 162.7873583321023]","[236.1655960668224, 161.68283668121163]","[273.1840669282954, 196.90537963553103]","[237.4786056359469, 191.43902435917758]","[253.610965647891, 178.28185739066012]"
220,img_618.png,"[-0.08399714460316042, -0.14484023743170865, 1.3329935861377291]","[0.0, 0.0, 0.0]","[0.6923076923076925, -2.272727272727273, 2.0]","[0.6981465466876469, -2.2450769669528206, 2.0141904323439768]","[-0.08399714460316042, -0.14484023743170865, 1.3329935861377291]","[61.13365695276453, 249.59853544147384]","[19.51827762755863, 249.9703994079126]","[54.951402438664594, 289.019925106366]","[11.610396015854665, 291.533372993253]","[37.40939876761933, 269.6875405189241]"
221,img_620.png,"[-0.1704655129983987, -0.17050006734378756, 2.4768358611789134]","[0.0, 0.0, 0.0]","[0.6923076923076925, -1.8181818181818183, 0.4]","[0.6693076998199288, -1.802310812987615, 0.4148024166840549]","[-0.1704655129983987, -0.17050006734378756, 2.4768358611789134]","[284.539203504638, 122.82735207013877]","[241.0329722251011, 129.79105351481053]","[282.6961781055756, 165.0082458740013]","[237.87079542532274, 164.9829655921823]","[259.5253754305698, 145.42236735891956]"
222,img_622.png,"[0.05535929664781679, 0.23607412459405933, 1.5664467658377117]","[0.0, 0.0, 0.0]","[0.6923076923076925, -1.8181818181818183, 1.2000000000000002]","[0.6929980219867398, -1.7866813209673964, 1.2026911187596294]","[0.05535929664781679, 0.23607412459405933, 1.5664467658377117]","[106.82247927844669, 121.5467596319031]","[66.81745347705132, 123.76395300753664]","[111.60155189387099, 160.2836962594767]","[73.70498906779571, 162.42111945406157]","[89.82485200167164, 142.5256213202906]"
223,img_623.png,"[-0.20275877140877127, -0.06915063432249394, 2.1659013832654166]","[0.0, 0.0, 0.0]","[0.6923076923076925, -1.8181818181818183, 1.6]","[0.674241881855121, -1.7950878394626004, 1.6118446038181136]","[-0.20275877140877127, -0.06915063432249394, 2.1659013832654166]","[205.91643536098286, 222.90575187043999]","[171.36244851196167, 210.82266903788667]","[198.49453731950447, 263.8981417682102]","[164.31681008572042, 246.74478683861213]","[183.96878916056951, 235.48304812234468]"
224,img_624.png,"[0.20477518654221666, 0.038301760907997286, 2.196357068733917]","[0.0, 0.0, 0.0]","[0.6923076923076925, -1.8181818181818183, 2.0]","[0.6761828833786291, -1.7923859786506897, 2.0086351143527725]","[0.20477518654221666, 0.038301760907997286, 2.196357068733917]","[234.6460907883523, 217.6619320501974]","[198.05305225529327, 215.56825525414294]","[241.87140916579062, 255.14711872925056]","[204.7045744006564, 248.61704101247048]","[218.6639969413542, 234.18506148750527]"
225,img_626.png,"[-0.21437176278193787, -0.12005973350677192, 2.062371662889323]","[0.0, 0.0, 0.0]","[0.6923076923076925, -1.3636363636363638, 0.4]","[0.6769261286519551, -1.3394148969107864, 0.4132939102286064]","[-0.21437176278193787, -0.12005973350677192, 2.062371662889323]","[195.75935479806938, 93.2778468253661]","[155.48518475606056, 95.35689484816673]","[186.83264654054975, 137.81211748772486]","[146.39692219159807, 134.689912414099]","[169.942293732009, 114.93678653704224]"
226,img_627.png,"[0.11033008283346929, -0.04480492199341066, 1.999624864146861]","[0.0, 0.0, 0.0]","[0.6923076923076925, -1.3636363636363638, 0.8]","[0.6810325131730848, -1.336327178740364, 0.8112729213515667]","[0.11033008283346929, -0.04480492199341066, 1.999624864146861]","[166.39559332376606, 118.15800546628095]","[126.41467110576001, 127.68592115066825]","[171.91524511536346, 166.57416732259645]","[130.8696156643383, 170.96965057181862]","[147.730849258078, 145.90434898582993]"
227,img_629.png,"[-0.005570130993182746, 0.09341981469104034, 1.8412561552649145]","[0.0, 0.0, 0.0]","[0.6923076923076925, -1.3636363636363638, 1.6]","[0.6840245016539637, -1.333968944145321, 1.6071577212390868]","[-0.005570130993182746, 0.09341981469104034, 1.8412561552649145]","[143.93957445951537, 192.41723018839954]","[101.82942772421512, 188.69735399351387]","[144.07045529249237, 238.31014490481917]","[102.9700351764657, 231.5142025055662]","[122.45377465462721, 212.92099645114246]"
228,img_632.png,"[0.24576222832496003, -0.03398544337722812, 1.9943577954528542]","[0.0, 0.0, 0.0]","[0.6923076923076925, -0.9090909090909092, 0.4]","[0.6823379377616299, -0.8810582591656672, 0.41071328765879517]","[0.24576222832496003, -0.03398544337722812, 1.9943577954528542]","[111.06746826060765, 37.15590446475287]","[66.11977540483639, 68.46324368895853]","[127.3263584499865, 102.9473508568106]","[79.48119904923435, 125.08787849095332]","[94.14888642594421, 84.25499451103487]"
